"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Germany","DEU","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8474731445312","99.6934967041016","99.7598190307617","99.6590881347656","","","99.4241790771484","99.6780395507812","99.1993103027344","99.0549621582031","99.3512191772461","99.3466415405273","98.4170608520508","97.9865112304688","96.0884628295898","","96.7848281860352","96.9556274414062","","96.264518737793","","","","","","","","","","","","",
"Djibouti","DJI","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.7839279174805","","","","","","","88.4726104736328","88.3077697753906","85.5839309692383","74.0282669067383","","",
"Dominica","DMA","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.7890014648438","80.1733627319336","","","84.8222808837891","88.6007080078125","","90.3862991333008","95.975959777832","85.9106521606445","","","77.4446029663086","","","","","","","90.7855834960938","","","",
"Denmark","DNK","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","97.8063430786133","97.6276397705078","98.6358413696289","","","","","","","","99.1472015380859","98.7028427124023","99.0473403930664","99.5788726806641","96.912956237793","99.6775588989258","98.6770706176758","98.9358291625977","98.1697311401367","98.9468765258789","93.2916793823242","99.9609375","","","","","","99.7713012695312","99.8757629394531","99.9356536865234","","","","91.2135391235352","","","98.775032043457","99.5116500854492","99.1679916381836","","","98.8132934570312","99.4870376586914","99.9362716674805","","","99.8143692016602","99.8168563842773","99.8524017333984","99.7070693969727","99.3080215454102","","","",
"Dominican Republic","DOM","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.7359085083008","75.195556640625","","","","","","","","","","","","82.6785736083984","95.5005569458008","80.7603302001953","","86.1366729736328","80.8602523803711","81.6982192993164","94.2157135009766","86.8427963256836","59.842960357666","","95.8232803344727","","",
"Algeria","DZA","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","64.8759536743164","63.2787590026855","64.2407379150391","67.9836578369141","67.9861602783203","69.0018997192383","72.1808776855469","71.8795394897461","70.9932479858398","73.986213684082","77.2340927124023","80.9722366333008","84.8536834716797","90.851806640625","87.2574691772461","88.2153930664062","85.9411315917969","86.9720687866211","87.8381729125977","89.2445068359375","88.070182800293","89.9612808227539","87.3993377685547","90.0034713745117","91.5793991088867","","92.9277725219727","93.1439971923828","95.4299011230469","95.5668792724609","95.5688934326172","95.4218215942383","95.1296615600586","92.1704711914062","94.6823425292969","94.6923904418945","","97.1044387817383","95.1325531005859","94.5527801513672","97.6710510253906","94.5389404296875","94.6390228271484","94.0604400634766","95.9844665527344","97.2509994506836","91.8907470703125","","87.7981491088867","93.4629135131836","","92.9309768676758","",
"East Asia & Pacific (excluding high income)","EAP","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.5479736328125","87.0912628173828","87.8926391601562","88.1937026977539","88.0650024414062","88.3805999755859","88.996452331543","89.5589828491211","86.8403015136719","83.909782409668","80.9677124023438","78.4947509765625","82.4639282226562","86.4355163574219","89.3840713500977","90.0712890625","90.322998046875","87.2837524414062","82.8919296264648","78.8423767089844","89.9973373413086","92.5551223754883","94.7070465087891","95.2488327026367","96.126823425293","96.3344116210938","96.3064880371094","96.285530090332","","","",
"Early-demographic dividend","EAR","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","49.0633316040039","48.4967002868652","48.6171684265137","47.2244300842285","48.2776412963867","49.7807693481445","51.9216690063477","54.9283714294434","55.9067306518555","56.0849609375","56.1737403869629","56.8039283752441","57.8655586242676","59.0732192993164","59.7757911682129","61.0498886108398","62.6515502929688","65.9851837158203","65.7974395751953","65.6479873657227","65.9691619873047","65.8747634887695","65.8818817138672","66.5044326782227","66.0279388427734","67.1210021972656","67.4955291748047","68.11572265625","69.0041198730469","69.4747085571289","69.4041519165039","72.0644226074219","71.6941223144531","72.0240478515625","72.8935623168945","72.4738693237305","73.5315628051758","73.5630416870117","75.334831237793","76.7451782226562","76.803092956543","77.6057968139648","76.9444198608398","78.6403427124023","83.8167724609375","84.5180969238281","82.2241973876953","84.922721862793","83.8440475463867","88.4101409912109","89.0321426391602","89.7113723754883","71.7402496337891","","",
"East Asia & Pacific","EAS","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.1844100952148","87.539421081543","88.2510604858398","88.6221237182617","88.6052932739258","88.8998565673828","89.4822616577148","90.010871887207","87.4837112426758","84.7801818847656","82.061653137207","79.8053970336914","83.4221420288086","87.1178436279297","89.8359985351562","90.4794921875","90.6919937133789","87.8330535888672","83.7273330688477","79.97998046875","90.4128189086914","92.7559127807617","94.7578735351562","95.2473297119141","96.1179504394531","96.2985305786133","96.2602996826172","96.2206878662109","","","",
"Europe & Central Asia (excluding high income)","ECA","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.4637603759766","95.4457626342773","97.3967666625977","96.1525421142578","95.4760131835938","96.5254974365234","96.4854431152344","96.2350997924805","95.9219284057617","96.1607131958008","96.1168212890625","95.5520477294922","95.9653625488281","96.5281295776367","96.4586868286133","97.3593215942383","98.3058395385742","98.427360534668","97.1298980712891","96.2409973144531","99.2737884521484","96.9084320068359","94.7840805053711","95.3370590209961","96.9790802001953","90.9692916870117","97.4853286743164","99.2060012817383","99.2097930908203","98.8818511962891","98.414176940918","98.3698120117188","98.3424224853516","98.4568023681641","","",
"Europe & Central Asia","ECS","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.6637802124023","96.2957992553711","96.2459487915039","96.3004379272461","96.6849975585938","96.2294006347656","95.8652114868164","96.4813385009766","96.4331512451172","96.8307571411133","96.9652404785156","97.2048263549805","97.1878814697266","97.4093170166016","97.5355682373047","97.5945816040039","97.0871200561523","97.0165023803711","97.9836883544922","97.1865692138672","96.5213317871094","96.6522979736328","97.2253265380859","95.7411117553711","97.6248931884766","98.4670562744141","98.7199325561523","98.7050094604492","98.5818481445312","98.5262069702148","98.4997406005859","98.5259094238281","","",
"Ecuador","ECU","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","45.9786415100098","48.5688514709473","56.8832817077637","51.2187881469727","56.5956115722656","57.509521484375","57.5686416625977","67.9146118164062","60.3827285766602","","","","","","","","64.3605194091797","","","","","","36.9698181152344","75.6143569946289","76.2870407104492","85.5621032714844","","76.0077896118164","74.8718872070312","77.4870986938477","76.8023986816406","72.7867813110352","73.2322463989258","76.6571807861328","76.2162704467773","82.0443572998047","","91.776008605957","91.3345108032227","96.5195236206055","86.9813232421875","93.5975570678711","","82.9118881225586","91.4972305297852","91.6867523193359","98.7291793823242","96.6799774169922","95.3143005371094","97.4303970336914","99.8153228759766","86.0724716186523","","",
"Egypt, Arab Rep.","EGY","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","75.0050888061523","78.6131286621094","","","","","","","","","","","","","","","","","","","","","","","99.4787063598633","99.2419128417969","95.2208023071289","98.1015396118164","98.9686889648438","","94.2490692138672","","","","96.6294631958008","","","","","","","97.0382766723633","","99.52294921875","99.9692535400391","100","","","","",
"Euro area","EMU","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","92.8491287231445","92.791618347168","93.090087890625","93.2491683959961","93.2331466674805","93.4258575439453","93.8853912353516","94.4344177246094","94.3593215942383","94.1476974487305","94.6744918823242","94.8488311767578","94.7094116210938","95.2499389648438","96.1344604492188","96.2456130981445","95.856559753418","95.2079086303711","95.8181533813477","96.1516036987305","96.2848434448242","96.3928833007812","96.3498764038086","96.5463104248047","96.5862503051758","96.8819808959961","96.9439392089844","96.9313201904297","97.0345687866211","97.1150512695312","97.4211807250977","97.5116577148438","97.6841430664062","98.0056381225586","98.2211074829102","98.0949020385742","98.0231399536133","97.5932083129883","97.7221603393555","97.1189117431641","97.3102188110352","97.2708206176758","97.0456695556641","97.1604080200195","97.3988418579102","97.7268371582031","97.9930572509766","97.9936904907227","98.0198669433594","98.0292205810547","97.9735412597656","97.8970184326172","97.8509826660156","","",
"Eritrea","ERI","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9103164672852","76.4619293212891","79.2927398681641","67.1449279785156","","","91.4499969482422","60.1501007080078","","82.079963684082","73.4141693115234","74.1343612670898","69.5937576293945","60.9776802062988","68.6332168579102","71.9647216796875","66.8827285766602","87.8957672119141","83.9051818847656","77.1157531738281","","74.4133834838867","","","79.7799301147461","","","","","","","",
"Spain","ESP","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","93.3637619018555","94.1834869384766","93.4372100830078","93.9722366333008","97.2213516235352","95.9830474853516","99.7973022460938","","","96.6789932250977","","","","","","","","","","","","","","","","99.2837905883789","","","99.9977416992188","","97.4185333251953","96.5746383666992","95.8031387329102","96.6376113891602","97.5837020874023","99.3617630004883","99.9814605712891","100","99.9479598999023","99.7720336914062","100","99.9311599731445","","","",
"Estonia","EST","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.038688659668","","","97.1651077270508","99.2523880004883","97.9251480102539","98.4196624755859","98.015380859375","98.0467987060547","98.7533111572266","96.9386215209961","96.7318878173828","97.5249633789062","98.6017990112305","97.6327209472656","97.1826782226562","96.5749130249023","96.4572296142578","97.6277923583984","98.3199462890625","99.0446166992188","99.4003829956055","99.5791015625","99.6889801025391","99.6509780883789","99.6400299072266","99.7968978881836","","","",
"Ethiopia","ETH","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","50.6346282958984","","","","","44.1224784851074","39.8585205078125","31.1726398468018","","","","","52.5002212524414","49.1244583129883","53.0437698364258","","","46.0388488769531","53.9731712341309","63.3115692138672","53.5950088500977","46.8615989685059","47.364429473877","63.2790412902832","64.9346466064453","59.1562690734863","45.6092185974121","41.3681602478027","37.528881072998","41.6307601928711","39.6148414611816","","","39.287281036377","","","","","","","","","","",
"European Union","EUU","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","93.5037307739258","93.4669570922852","93.6905975341797","","","","","","","94.8778381347656","95.3464889526367","95.462516784668","95.3365097045898","95.7201080322266","96.352897644043","96.3979415893555","96.1435470581055","95.6303863525391","95.8999328613281","95.7683563232422","96.1686477661133","96.3455200195312","96.4291915893555","96.8069076538086","96.0786590576172","97.2158203125","96.4400405883789","95.9570388793945","97.3169326782227","97.2913131713867","97.5234222412109","97.5297088623047","97.6947021484375","97.9692611694336","98.0623397827148","97.9096908569336","97.7507629394531","97.4724731445312","97.6301879882812","97.479377746582","97.3821411132812","97.3699722290039","97.1490936279297","97.3016204833984","97.4906463623047","97.7311706542969","97.7278518676758","98.0739288330078","98.1055679321289","98.1797409057617","98.1897277832031","98.1456069946289","98.1097793579102","","",
"Fragile and conflict affected situations","FCS","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","59.6715507507324","63.5312118530273","63.5046310424805","63.9122505187988","64.7819137573242","65.1302490234375","66.5286178588867","65.6941528320312","65.7154769897461","65.8985137939453","65.7365570068359","66.1264419555664","66.1005401611328","66.2977981567383","66.9755630493164","67.5816421508789","67.5822677612305","66.0811233520508","66.7920913696289","68.3699493408203","68.0145721435547","68.9157791137695","69.1043167114258","68.7302169799805","69.0416107177734","69.157958984375","68.6255722045898","67.9187393188477","69.1027603149414","69.848747253418","68.2061233520508","67.0824890136719","66.0475769042969","66.8443984985352","68.5488815307617","61.9074287414551","58.7158889770508","63.753231048584","59.5112686157227","59.5994300842285","61.3684196472168","58.662239074707","59.0967407226562","58.6628913879395","59.7876396179199","59.4737701416016","60.7593803405762","62.725658416748","63.4987716674805","64.7775268554688","64.6859664916992","","","",
"Finland","FIN","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6907577514648","96.6478118896484","96.6499786376953","99.2778015136719","98.6568832397461","99.8717803955078","99.7331619262695","99.8223724365234","99.2959289550781","99.4481887817383","","98.734130859375","99.4922409057617","99.3247680664062","100","99.5979309082031","99.8951797485352","99.8477401733398","99.9979400634766","100","99.4560775756836","99.7967300415039","99.2776184082031","99.9114990234375","99.3671722412109","99.9836120605469","99.5574264526367","99.7701721191406","99.9605178833008","99.8962631225586","99.9812393188477","99.6458129882812","99.4460983276367","99.654411315918","99.9789123535156","99.1012878417969","","","",
"Fiji","FJI","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","90.2872161865234","92.0978164672852","","","92.2123184204102","90.7864227294922","92.0071334838867","","","","","","80.3832931518555","","","89.3034973144531","78.5277481079102","89.2758483886719","90.374267578125","89.3788375854492","82.0078582763672","90.8539733886719","89.0513610839844","","91.6004104614258","","","","","88.3399810791016","","","98.1205368041992","96.311637878418","","","92.5342788696289","","","","75.3675994873047","","","","","",
"France","FRA","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","89.0614776611328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","44.4668006896973","46.7407493591309","","","","","","","","","","","53.0974998474121","","","59.2405395507812","42.1716918945312","61.8943099975586","","","","","","","53.808708190918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4975204467773","99.7322692871094","99.7001113891602","99.7553024291992","99.1668090820312","","","","",
"Georgia","GEO","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7540435791016","100","94.1269226074219","90.095947265625","89.7319793701172","88.7063674926758","","","96.1039276123047","94.3843231201172","98.5972900390625","","89.0497894287109","99.8314666748047","98.7132263183594","","99.1397705078125","98.8624114990234","99.0279998779297","98.7227096557617","98.5581283569336","99.1655883789062","99.1371231079102","","","",
"Ghana","GHA","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","65.4469985961914","","67.8080520629883","66.8149108886719","84.2167587280273","70.1680603027344","65.4608306884766","72.4468688964844","","","","","","","","","","","","","75.6059265136719","","","","","","","","","57.9717407226562","84.5726928710938","64.7431335449219","","","","","","68.6950607299805","","","","","82.2893905639648","","","83.2096633911133","82.3752975463867","","","","85.4359664916992","","","",
"Gibraltar","GIB","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","29.7110805511475","36.6186981201172","37.2621383666992","30.5981903076172","31.7144107818604","34.9438285827637","36.7751502990723","58.134708404541","40.2768211364746","60.9256591796875","67.514289855957","","","","","","","","","","69.158088684082","67.3306274414062","70.4223175048828","71.3423767089844","49.499641418457","56.5408210754395","56.1607513427734","","54.0867004394531","","64.9950790405273","","","","","","","","","","","",
"Gambia, The","GMB","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","85.3845596313477","","","","","","","","","","","64.9036407470703","","61.5666389465332","55.2515983581543","","","","","","","","74.1267929077148","","78.1809616088867","71.8159103393555","","","66.2181930541992","75.0140991210938","56.241771697998","","76.2379837036133","65.2228927612305","61.8377914428711","","72.1419219970703","","","65.9850921630859","81.8825225830078","72.4171600341797","79.9313278198242","79.7269287109375","77.0542602539062","","","88.4419708251953","84.3342971801758","82.6641006469727","","","","",
"Guinea-Bissau","GNB","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","10.5452899932861","8.14888954162598","10.9355497360229","11.9721097946167","17.2121200561523","15.0335998535156","","","","7.46902990341187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2557106018066","64.3293533325195","58.2954597473145","72.0569915771484","","","","","","","","","","","","","",
"Greece","GRC","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","94.0631866455078","94.530387878418","93.4541625976562","92.0491714477539","97.3383407592773","98.1040191650391","97.5632629394531","95.9406127929688","92.3013381958008","100","97.1725082397461","99.6035232543945","99.3694534301758","99.7848892211914","98.5259170532227","92.0891494750977","","97.7958068847656","","","99.5672302246094","","","","","","","","","","","","","98.9858932495117","99.1033096313477","97.1508026123047","","","","93.1940078735352","94.2487335205078","91.2003326416016","91.7876510620117","","95.6880722045898","98.3764190673828","97.6464233398438","98.9052429199219","99.3424987792969","99.3438720703125","95.6924362182617","","","",
"Grenada","GRD","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","32.7969818115234","37.2920303344727","37.809139251709","","","","","","","","","","","","","","","","","","42.4813499450684","","","","54.0083694458008","48.6517601013184","58.8014297485352","","","60.7513885498047","61.962890625","61.7448806762695","64.0472106933594","78.8261337280273","67.8987884521484","70.6849136352539","65.354248046875","66.8477630615234","71.4757232666016","74.4270401000977","","79.2360382080078","86.2694396972656","72.8948669433594","78.0822906494141","94.6127395629883","89.2776565551758","82.1030578613281","","",
"Guam","GUM","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","78.2024078369141","76.4956588745117","71.1111068725586","","85.4092178344727","","","","","","","","","","","","","","","","","","","68.9203109741211","","","","","","","","81.590690612793","","","94.717643737793","","","","","","","","","","","","","",
"High income","HIC","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","92.5127410888672","92.4569702148438","","","","","93.4375610351562","93.6405487060547","93.7381591796875","93.8874588012695","94.00634765625","94.0927124023438","94.103759765625","94.4007568359375","94.3865814208984","94.2659606933594","93.9842987060547","94.0523986816406","93.954231262207","94.1336288452148","94.1105117797852","94.1963729858398","94.286979675293","93.972770690918","94.0760498046875","93.6010437011719","93.515869140625","94.0046310424805","93.9017562866211","94.2530899047852","94.255989074707","94.2826919555664","94.24755859375","94.146369934082","94.0515518188477","93.9646835327148","93.8213806152344","94.0533676147461","94.1569671630859","94.2021865844727","94.3712692260742","92.0330963134766","92.5077362060547","93.5210723876953","93.9816970825195","94.6511306762695","94.7589263916016","94.6294326782227","94.6904907226562","93.8378295898438","92.7987823486328","92.5992279052734","","",
"Hong Kong SAR, China","HKG","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","96.6955490112305","98.1095962524414","98.4291000366211","98.7440032958984","98.3423690795898","97.3446502685547","","","","","","","","","","","","","","","","","","100","99.7215118408203","99.9700622558594","","","99.5041275024414","","99.2197494506836","99.2766265869141","99.1007766723633","98.9243927001953","98.8647384643555","98.2696075439453","98.2758102416992","99.1456680297852","98.5751571655273","98.2117080688477","97.4846878051758","","81.2662887573242","","","",
"Honduras","HND","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","46.347728729248","","","","","","","","68.3183135986328","58.8690910339355","58.0553817749023","48.3527984619141","61.0383415222168","57.9536590576172","49.7109298706055","","","","","","","","84.7239303588867","","78.7538681030273","74.8677978515625","83.8343734741211","78.3218994140625","73.0176620483398","72.6345520019531","76.6877288818359","","84.4488906860352","84.6495513916016","","","79.4684906005859","76.2038497924805","90.1558990478516","89.351692199707","","",
"Heavily indebted poor countries (HIPC)","HPC","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","48.1725997924805","48.6388511657715","49.4253196716309","50.9790191650391","54.3396415710449","55.2514801025391","55.605541229248","57.7630004882812","55.4208793640137","54.9728584289551","54.381160736084","52.3704299926758","54.8683700561523","52.7945213317871","52.4359283447266","54.6044082641602","55.3249397277832","54.0003700256348","53.3632011413574","53.6102104187012","54.278938293457","53.5159187316895","55.2265510559082","53.6818695068359","52.2790908813477","53.3743286132812","52.171070098877","52.1661415100098","52.0497093200684","54.2429809570312","57.1739807128906","59.4339981079102","57.4257316589355","55.9892311096191","57.6922912597656","57.875659942627","58.0877990722656","57.3728485107422","55.8665618896484","53.2663612365723","51.9619293212891","54.7882385253906","53.3650016784668","54.4458198547363","55.447639465332","56.8040008544922","56.2741394042969","56.9600410461426","58.7132987976074","59.386791229248","60.477611541748","60.1742286682129","59.8407707214355","","",
"Croatia","HRV","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4300689697266","98.3259124755859","98.9316101074219","","99.5436935424805","99.7158508300781","99.1865386962891","99.4011993408203","100","","","99.7742309570312","99.6441192626953","98.9182586669922","99.2522277832031","99.5996932983398","98.767692565918","99.804801940918","99.1165237426758","98.1394271850586","98.7091827392578","97.6998291015625","96.7366180419922","96.8376770019531","98.8333435058594","98.3006820678711","98.7120895385742","99.377326965332","","","",
"Haiti","HTI","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","33.2136001586914","45.3803215026855","","14.5986995697022","30.7806091308594","","14.3416004180908","33.8646583557129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","95.9821090698242","96.4782333374023","95.5180130004883","96.7926712036133","96.9081878662109","96.9314727783203","97.4292831420898","97.4554901123047","97.3515701293945","97.8010025024414","97.0870895385742","97.244873046875","96.7607498168945","98.4820709228516","97.682861328125","","","","","","","96.9771881103516","95.008430480957","96.7647933959961","97.5545425415039","95.1816864013672","97.1947402954102","97.9779434204102","97.5807037353516","98.4208984375","98.3049163818359","98.2687301635742","98.789306640625","97.8751983642578","98.0194702148438","98.619270324707","98.554817199707","97.8721313476562","98.4850463867188","97.9759521484375","98.4748306274414","97.8752288818359","99.1318664550781","99.2134017944336","98.998779296875","99.2779769897461","98.55126953125","","","",
"IBRD only","IBD","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","64.7997894287109","64.3339767456055","63.2915687561035","63.1667594909668","64.8097305297852","66.1418228149414","67.9529037475586","67.5733489990234","67.6577224731445","67.4651412963867","68.0343933105469","68.4090270996094","68.9897079467773","68.6306533813477","69.404541015625","70.5821990966797","72.5327987670898","72.3800277709961","72.5668563842773","74.2182312011719","74.6639404296875","74.9702301025391","75.9303894042969","76.6205368041992","77.9537200927734","78.5248718261719","78.7709884643555","78.7696228027344","78.9100799560547","78.7137680053711","81.0152969360352","79.1650619506836","78.3227310180664","77.6347732543945","77.3285064697266","79.7016296386719","81.4813919067383","83.7058563232422","84.442253112793","85.2733001708984","84.4486465454102","83.4102630615234","82.6088027954102","91.039192199707","91.2293014526367","90.8829193115234","92.5887908935547","91.7153396606445","95.6506118774414","95.8107376098633","95.8283920288086","79.1225662231445","","",
"IDA & IBRD total","IBT","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","63.3339614868164","63.0778503417969","62.2569313049316","62.1654815673828","63.6130790710449","64.7741394042969","66.3976135253906","66.0427932739258","66.1882629394531","65.7816314697266","66.2042999267578","66.8725662231445","67.2609786987305","67.0740280151367","67.8310317993164","68.8921279907227","70.5447082519531","70.5317001342773","70.7082366943359","72.126708984375","72.3999710083008","72.7973022460938","73.4798278808594","73.833381652832","74.910026550293","74.9515762329102","75.2024002075195","75.1383209228516","75.1475524902344","75.0644073486328","76.7838363647461","75.2453918457031","74.1300582885742","73.6454162597656","72.8580932617188","73.4809417724609","74.4133987426758","76.6155319213867","76.4399490356445","76.1822967529297","76.4410781860352","75.004638671875","75.0125732421875","80.2401428222656","81.0961303710938","79.7699584960938","81.7566833496094","81.4675369262695","83.9739227294922","84.1786575317383","84.5214004516602","74.391471862793","","",
